prompt,skill,model,condition,rep,item_type,item_text,verdict,credit,contribution,contested,evidence_quote
qdrant-horizontal-scaling,qdrant-scaling,haiku,with-skill,2,avoid,Chooses a shard count that is not a multiple of node count (uneven distribution),clean,0.0,0.0,,
qdrant-horizontal-scaling,qdrant-scaling,sonnet,no-skill,1,must,Recommends a cluster of at least 3 nodes (consensus + tolerate losing 1 node without downtime),met,1.0,1.0,,**Nodes: 6** (5 for capacity + 1 headroom)
qdrant-horizontal-scaling,qdrant-scaling,sonnet,no-skill,1,must,Uses replication_factor 2+ for fault tolerance and zero-downtime scaling/maintenance,met,1.0,1.0,,`replication_factor: 2` is the floor for surviving a single node loss without downtime
qdrant-horizontal-scaling,qdrant-scaling,sonnet,no-skill,1,must,"Picks a shard count that is a multiple of node count, sized for distribution (e.g. ~6-12 shards for 3-6 nodes)",met,1.0,1.0,,**Shards: 24** (4 per node
qdrant-horizontal-scaling,qdrant-scaling,sonnet,no-skill,1,must,Over-provisions shards up front because resharding is expensive (and unavailable on self-hosted),met,1.0,1.0,,you can't easily change the *count* later without resharding
qdrant-horizontal-scaling,qdrant-scaling,sonnet,no-skill,1,bonus,Uses the ~100M-vectors-per-node guideline to size node count for ~700M vectors,met,1.0,1.0,,"768-dim float32, HNSW, no quantization | ~120–150M vectors"
qdrant-horizontal-scaling,qdrant-scaling,sonnet,no-skill,1,bonus,Mentions shard move API or migrating to a new cluster to rebalance instead of resharding,met,1.0,1.0,,you can move shards between nodes freely
qdrant-horizontal-scaling,qdrant-scaling,sonnet,no-skill,1,avoid,Uses replication_factor 1 in production where fault tolerance is required,clean,0.0,0.0,,
qdrant-horizontal-scaling,qdrant-scaling,sonnet,no-skill,1,avoid,Chooses a shard count that is not a multiple of node count (uneven distribution),clean,0.0,0.0,,
qdrant-horizontal-scaling,qdrant-scaling,sonnet,no-skill,2,must,Recommends a cluster of at least 3 nodes (consensus + tolerate losing 1 node without downtime),met,1.0,1.0,,Nodes: 1.4B / 150M ≈ **10 nodes**
qdrant-horizontal-scaling,qdrant-scaling,sonnet,no-skill,2,must,Uses replication_factor 2+ for fault tolerance and zero-downtime scaling/maintenance,met,1.0,1.0,,**Replication factor: 2**
qdrant-horizontal-scaling,qdrant-scaling,sonnet,no-skill,2,must,"Picks a shard count that is a multiple of node count, sized for distribution (e.g. ~6-12 shards for 3-6 nodes)",missing,0.0,0.0,,
qdrant-horizontal-scaling,qdrant-scaling,sonnet,no-skill,2,must,Over-provisions shards up front because resharding is expensive (and unavailable on self-hosted),met,1.0,1.0,,"size shards for *where you'll be in a year*, not just where you start"
qdrant-horizontal-scaling,qdrant-scaling,sonnet,no-skill,2,bonus,Uses the ~100M-vectors-per-node guideline to size node count for ~700M vectors,absent,0.0,0.0,,
qdrant-horizontal-scaling,qdrant-scaling,sonnet,no-skill,2,bonus,Mentions shard move API or migrating to a new cluster to rebalance instead of resharding,met,1.0,1.0,,"a clean shard rebalance (move whole shards), not a reshard"
qdrant-horizontal-scaling,qdrant-scaling,sonnet,no-skill,2,avoid,Uses replication_factor 1 in production where fault tolerance is required,clean,0.0,0.0,,
qdrant-horizontal-scaling,qdrant-scaling,sonnet,no-skill,2,avoid,Chooses a shard count that is not a multiple of node count (uneven distribution),violated,1.0,-1.0,,Shards: 36 (÷10 doesn't divide evenly
qdrant-horizontal-scaling,qdrant-scaling,sonnet,with-skill,1,must,Recommends a cluster of at least 3 nodes (consensus + tolerate losing 1 node without downtime),met,1.0,1.0,,well above the 3-node consensus/fault-tolerance floor
qdrant-horizontal-scaling,qdrant-scaling,sonnet,with-skill,1,must,Uses replication_factor 2+ for fault tolerance and zero-downtime scaling/maintenance,met,1.0,1.0,,Fault tolerance requires `replication_factor: 2`
qdrant-horizontal-scaling,qdrant-scaling,sonnet,with-skill,1,must,"Picks a shard count that is a multiple of node count, sized for distribution (e.g. ~6-12 shards for 3-6 nodes)",met,1.0,1.0,,Shards | 36 | 2 shards/node
qdrant-horizontal-scaling,qdrant-scaling,sonnet,with-skill,1,must,Over-provisions shards up front because resharding is expensive (and unavailable on self-hosted),met,1.0,1.0,,"this is why you over-provision shards now (36, not 18)"
qdrant-horizontal-scaling,qdrant-scaling,sonnet,with-skill,1,bonus,Uses the ~100M-vectors-per-node guideline to size node count for ~700M vectors,met,1.0,1.0,,"At ~100M vectors/node, that's **14 nodes minimum**"
qdrant-horizontal-scaling,qdrant-scaling,sonnet,with-skill,1,bonus,Mentions shard move API or migrating to a new cluster to rebalance instead of resharding,met,1.0,1.0,,use the shard-move API to redistribute after each addition
qdrant-horizontal-scaling,qdrant-scaling,sonnet,with-skill,1,avoid,Uses replication_factor 1 in production where fault tolerance is required,clean,0.0,0.0,,
qdrant-horizontal-scaling,qdrant-scaling,sonnet,with-skill,1,avoid,Chooses a shard count that is not a multiple of node count (uneven distribution),clean,0.0,0.0,,
qdrant-horizontal-scaling,qdrant-scaling,sonnet,with-skill,2,must,Recommends a cluster of at least 3 nodes (consensus + tolerate losing 1 node without downtime),met,1.0,1.0,,Nodes: start at 16
qdrant-horizontal-scaling,qdrant-scaling,sonnet,with-skill,2,must,Uses replication_factor 2+ for fault tolerance and zero-downtime scaling/maintenance,met,1.0,1.0,,"survives a single node loss without downtime, and enables zero-downtime maintenance/scaling"
qdrant-horizontal-scaling,qdrant-scaling,sonnet,with-skill,2,must,"Picks a shard count that is a multiple of node count, sized for distribution (e.g. ~6-12 shards for 3-6 nodes)",met,1.0,1.0,,Multiple of node count → even distribution
qdrant-horizontal-scaling,qdrant-scaling,sonnet,with-skill,2,must,Over-provisions shards up front because resharding is expensive (and unavailable on self-hosted),met,1.0,1.0,,"resharding isn't available for self-hosted Qdrant, only Cloud. The fix is to over-provision shards up front"
qdrant-horizontal-scaling,qdrant-scaling,sonnet,with-skill,2,bonus,Uses the ~100M-vectors-per-node guideline to size node count for ~700M vectors,met,1.0,1.0,,At 100M/node that's a bare minimum of 14 nodes
qdrant-horizontal-scaling,qdrant-scaling,sonnet,with-skill,2,bonus,Mentions shard move API or migrating to a new cluster to rebalance instead of resharding,met,1.0,1.0,,use the shard-move API to rebalance existing shards onto them
qdrant-horizontal-scaling,qdrant-scaling,sonnet,with-skill,2,avoid,Uses replication_factor 1 in production where fault tolerance is required,clean,0.0,0.0,,
qdrant-horizontal-scaling,qdrant-scaling,sonnet,with-skill,2,avoid,Chooses a shard count that is not a multiple of node count (uneven distribution),clean,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,no-skill,1,must,"States that sparse/payload/dense indexes and the IDF modifier are computed per shard, not per tenant",missing,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,no-skill,1,must,Concludes that in a shared collection term statistics are not tenant-isolated by default (the customer's concern is valid),met,1.0,1.0,,"Cross-tenant contamination: **yes, via IDF and other global statistics**"
qdrant-hybrid-search,qdrant-search-quality,haiku,no-skill,1,must,"Explains hybrid search runs via the Query API with prefetches (each prefetch one search, combined in the outer query)",missing,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,no-skill,1,bonus,"Notes prefetch runs per shard (limit x #shards retrieved under the hood, then merged by score)",absent,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,no-skill,1,bonus,Points toward shard-level partitioning (e.g. a shard key per tenant) if true statistical isolation is required,absent,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,no-skill,1,avoid,Claims Qdrant isolates IDF / term statistics per tenant automatically,clean,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,no-skill,2,must,"States that sparse/payload/dense indexes and the IDF modifier are computed per shard, not per tenant",missing,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,no-skill,2,must,Concludes that in a shared collection term statistics are not tenant-isolated by default (the customer's concern is valid),missing,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,no-skill,2,must,"Explains hybrid search runs via the Query API with prefetches (each prefetch one search, combined in the outer query)",missing,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,no-skill,2,bonus,"Notes prefetch runs per shard (limit x #shards retrieved under the hood, then merged by score)",absent,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,no-skill,2,bonus,Points toward shard-level partitioning (e.g. a shard key per tenant) if true statistical isolation is required,absent,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,no-skill,2,avoid,Claims Qdrant isolates IDF / term statistics per tenant automatically,violated,1.0,-1.0,,BM25 scoring only operates across your tenant's documents
qdrant-hybrid-search,qdrant-search-quality,haiku,with-skill,1,must,"States that sparse/payload/dense indexes and the IDF modifier are computed per shard, not per tenant",met,1.0,1.0,,"IDF statistics are computed per shard, not per tenant"
qdrant-hybrid-search,qdrant-search-quality,haiku,with-skill,1,must,Concludes that in a shared collection term statistics are not tenant-isolated by default (the customer's concern is valid),met,1.0,1.0,,"Yes, there's contamination by default, but it's fixable."
qdrant-hybrid-search,qdrant-search-quality,haiku,with-skill,1,must,"Explains hybrid search runs via the Query API with prefetches (each prefetch one search, combined in the outer query)",missing,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,with-skill,1,bonus,"Notes prefetch runs per shard (limit x #shards retrieved under the hood, then merged by score)",met,1.0,1.0,,each prefetch retrieves `#limit * #shards` candidates under the hood before merging
qdrant-hybrid-search,qdrant-search-quality,haiku,with-skill,1,bonus,Points toward shard-level partitioning (e.g. a shard key per tenant) if true statistical isolation is required,absent,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,with-skill,1,avoid,Claims Qdrant isolates IDF / term statistics per tenant automatically,clean,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,with-skill,2,must,"States that sparse/payload/dense indexes and the IDF modifier are computed per shard, not per tenant",missing,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,with-skill,2,must,Concludes that in a shared collection term statistics are not tenant-isolated by default (the customer's concern is valid),met,1.0,1.0,,the *statistics* that weight the terms are global
qdrant-hybrid-search,qdrant-search-quality,haiku,with-skill,2,must,"Explains hybrid search runs via the Query API with prefetches (each prefetch one search, combined in the outer query)",missing,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,with-skill,2,bonus,"Notes prefetch runs per shard (limit x #shards retrieved under the hood, then merged by score)",absent,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,with-skill,2,bonus,Points toward shard-level partitioning (e.g. a shard key per tenant) if true statistical isolation is required,absent,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,haiku,with-skill,2,avoid,Claims Qdrant isolates IDF / term statistics per tenant automatically,clean,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,sonnet,no-skill,1,must,"States that sparse/payload/dense indexes and the IDF modifier are computed per shard, not per tenant",met,1.0,1.0,,for the complete dataset in each shard being queried
qdrant-hybrid-search,qdrant-search-quality,sonnet,no-skill,1,must,Concludes that in a shared collection term statistics are not tenant-isolated by default (the customer's concern is valid),met,1.0,1.0,,another tenant's vocabulary does bleed into your term weights
qdrant-hybrid-search,qdrant-search-quality,sonnet,no-skill,1,must,"Explains hybrid search runs via the Query API with prefetches (each prefetch one search, combined in the outer query)",met,1.0,1.0,,"a hybrid request is a `prefetch` of a dense leg and a sparse leg, fused (RRF/DBSF)"
qdrant-hybrid-search,qdrant-search-quality,sonnet,no-skill,1,bonus,"Notes prefetch runs per shard (limit x #shards retrieved under the hood, then merged by score)",absent,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,sonnet,no-skill,1,bonus,Points toward shard-level partitioning (e.g. a shard key per tenant) if true statistical isolation is required,met,1.0,1.0,,the workaround is user-defined sharding (one shard per tenant)
qdrant-hybrid-search,qdrant-search-quality,sonnet,no-skill,1,avoid,Claims Qdrant isolates IDF / term statistics per tenant automatically,clean,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,sonnet,no-skill,2,must,"States that sparse/payload/dense indexes and the IDF modifier are computed per shard, not per tenant",met,1.0,1.0,,computed from **shard-wide statistics by default**
qdrant-hybrid-search,qdrant-search-quality,sonnet,no-skill,2,must,Concludes that in a shared collection term statistics are not tenant-isolated by default (the customer's concern is valid),met,1.0,1.0,,a genuine cross-tenant leak into scoring
qdrant-hybrid-search,qdrant-search-quality,sonnet,no-skill,2,must,"Explains hybrid search runs via the Query API with prefetches (each prefetch one search, combined in the outer query)",missing,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,sonnet,no-skill,2,bonus,"Notes prefetch runs per shard (limit x #shards retrieved under the hood, then merged by score)",absent,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,sonnet,no-skill,2,bonus,Points toward shard-level partitioning (e.g. a shard key per tenant) if true statistical isolation is required,met,1.0,1.0,,"custom/user-defined sharding keyed on `tenant_id`, each tenant's data lives on its own shard"
qdrant-hybrid-search,qdrant-search-quality,sonnet,no-skill,2,avoid,Claims Qdrant isolates IDF / term statistics per tenant automatically,clean,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,sonnet,with-skill,1,must,"States that sparse/payload/dense indexes and the IDF modifier are computed per shard, not per tenant",met,1.0,1.0,,computes IDF (...) across the **entire shard by default**
qdrant-hybrid-search,qdrant-search-quality,sonnet,with-skill,1,must,Concludes that in a shared collection term statistics are not tenant-isolated by default (the customer's concern is valid),met,1.0,1.0,,"This is a legitimate contamination path, not a misunderstanding on the customer's part"
qdrant-hybrid-search,qdrant-search-quality,sonnet,with-skill,1,must,"Explains hybrid search runs via the Query API with prefetches (each prefetch one search, combined in the outer query)",met,1.0,1.0,,does **not** automatically apply to `prefetch` sub-queries
qdrant-hybrid-search,qdrant-search-quality,sonnet,with-skill,1,bonus,"Notes prefetch runs per shard (limit x #shards retrieved under the hood, then merged by score)",absent,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,sonnet,with-skill,1,bonus,Points toward shard-level partitioning (e.g. a shard key per tenant) if true statistical isolation is required,absent,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,sonnet,with-skill,1,avoid,Claims Qdrant isolates IDF / term statistics per tenant automatically,clean,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,sonnet,with-skill,2,must,"States that sparse/payload/dense indexes and the IDF modifier are computed per shard, not per tenant",met,1.0,1.0,,"computes term/document-frequency statistics **per shard, not per tenant**"
qdrant-hybrid-search,qdrant-search-quality,sonnet,with-skill,2,must,Concludes that in a shared collection term statistics are not tenant-isolated by default (the customer's concern is valid),met,1.0,1.0,,"That's a real, if subtle, form of cross-tenant contamination"
qdrant-hybrid-search,qdrant-search-quality,sonnet,with-skill,2,must,"Explains hybrid search runs via the Query API with prefetches (each prefetch one search, combined in the outer query)",missing,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,sonnet,with-skill,2,bonus,"Notes prefetch runs per shard (limit x #shards retrieved under the hood, then merged by score)",absent,0.0,0.0,,
qdrant-hybrid-search,qdrant-search-quality,sonnet,with-skill,2,bonus,Points toward shard-level partitioning (e.g. a shard key per tenant) if true statistical isolation is required,met,1.0,1.0,,custom sharding by `tenant_id` (shard key per tenant)
qdrant-hybrid-search,qdrant-search-quality,sonnet,with-skill,2,avoid,Claims Qdrant isolates IDF / term statistics per tenant automatically,clean,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,no-skill,1,must,"Because the two score scales are incomparable, recommends starting with RRF (rank-based fusion that ignores score magnitude) as a sensible default",met,1.0,1.0,,Rank-based fusion (RRF)** is the most robust starting point
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,no-skill,1,must,Explains DBSF as the score-based alternative that normalizes each prefetch's score distribution (mean +/- 3 std) before fusing - the 'normalize and fuse on scores' option,missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,no-skill,1,must,Warns explicitly against a naive linear/weighted combination of the raw incomparable scores - the likely reason the merged ranking is worse than either alone,missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,no-skill,1,must,"Frames the reranker option as late-interaction / multivector fusion (or using a vector as the combiner): most precise but highest compute, for when top-K precision justifies the cost",missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,no-skill,1,must,"Notes weighted RRF can let one retriever dominate, but weights must be tuned per dataset/score distribution, not guessed ('vibe' weights)",missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,no-skill,1,bonus,Mentions custom fusion via a formula query (combine score + payload with decay/normalization) for bespoke control,absent,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,no-skill,1,avoid,Picks a fusion method without running comparative experiments on their own data,clean,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,no-skill,1,avoid,Recommends late-interaction reranking without evaluating cheaper analogues (e.g. MUVERA) first,clean,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,no-skill,2,must,"Because the two score scales are incomparable, recommends starting with RRF (rank-based fusion that ignores score magnitude) as a sensible default",met,1.0,1.0,,"RRF first. Simplest, no tuning, often surprisingly good. Baseline to beat."
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,no-skill,2,must,Explains DBSF as the score-based alternative that normalizes each prefetch's score distribution (mean +/- 3 std) before fusing - the 'normalize and fuse on scores' option,missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,no-skill,2,must,Warns explicitly against a naive linear/weighted combination of the raw incomparable scores - the likely reason the merged ranking is worse than either alone,missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,no-skill,2,must,"Frames the reranker option as late-interaction / multivector fusion (or using a vector as the combiner): most precise but highest compute, for when top-K precision justifies the cost",missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,no-skill,2,must,"Notes weighted RRF can let one retriever dominate, but weights must be tuned per dataset/score distribution, not guessed ('vibe' weights)",missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,no-skill,2,bonus,Mentions custom fusion via a formula query (combine score + payload with decay/normalization) for bespoke control,absent,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,no-skill,2,avoid,Picks a fusion method without running comparative experiments on their own data,clean,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,no-skill,2,avoid,Recommends late-interaction reranking without evaluating cheaper analogues (e.g. MUVERA) first,clean,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,with-skill,1,must,"Because the two score scales are incomparable, recommends starting with RRF (rank-based fusion that ignores score magnitude) as a sensible default",met,1.0,1.0,,"RRF | Cheap, rank-based (ignores the score-scale problem)"
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,with-skill,1,must,Explains DBSF as the score-based alternative that normalizes each prefetch's score distribution (mean +/- 3 std) before fusing - the 'normalize and fuse on scores' option,met,1.0,1.0,,DBSF | Normalizes score distributions per prefetch before fusion
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,with-skill,1,must,Warns explicitly against a naive linear/weighted combination of the raw incomparable scores - the likely reason the merged ranking is worse than either alone,missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,with-skill,1,must,"Frames the reranker option as late-interaction / multivector fusion (or using a vector as the combiner): most precise but highest compute, for when top-K precision justifies the cost",met,1.0,1.0,,Multivector reranking or cross-encoder as a second stage. Most expensive but highest top-K precision
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,with-skill,1,must,"Notes weighted RRF can let one retriever dominate, but weights must be tuned per dataset/score distribution, not guessed ('vibe' weights)",met,1.0,1.0,,"per-prefetch weights (tune these on your data, not guesses)"
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,with-skill,1,bonus,Mentions custom fusion via a formula query (combine score + payload with decay/normalization) for bespoke control,met,1.0,1.0,,FormulaQuery + custom normalizers | Access `$score[i]` of each prefetch and payload fields
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,with-skill,1,avoid,Picks a fusion method without running comparative experiments on their own data,clean,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,with-skill,1,avoid,Recommends late-interaction reranking without evaluating cheaper analogues (e.g. MUVERA) first,clean,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,with-skill,2,must,"Because the two score scales are incomparable, recommends starting with RRF (rank-based fusion that ignores score magnitude) as a sensible default",missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,with-skill,2,must,Explains DBSF as the score-based alternative that normalizes each prefetch's score distribution (mean +/- 3 std) before fusing - the 'normalize and fuse on scores' option,missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,with-skill,2,must,Warns explicitly against a naive linear/weighted combination of the raw incomparable scores - the likely reason the merged ranking is worse than either alone,missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,with-skill,2,must,"Frames the reranker option as late-interaction / multivector fusion (or using a vector as the combiner): most precise but highest compute, for when top-K precision justifies the cost",missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,with-skill,2,must,"Notes weighted RRF can let one retriever dominate, but weights must be tuned per dataset/score distribution, not guessed ('vibe' weights)",missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,with-skill,2,bonus,Mentions custom fusion via a formula query (combine score + payload with decay/normalization) for bespoke control,absent,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,with-skill,2,avoid,Picks a fusion method without running comparative experiments on their own data,clean,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,haiku,with-skill,2,avoid,Recommends late-interaction reranking without evaluating cheaper analogues (e.g. MUVERA) first,clean,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,no-skill,1,must,"Because the two score scales are incomparable, recommends starting with RRF (rank-based fusion that ignores score magnitude) as a sensible default",met,1.0,1.0,,Start with reciprocal rank fusion (RRF) — it sidesteps the scale problem entirely
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,no-skill,1,must,Explains DBSF as the score-based alternative that normalizes each prefetch's score distribution (mean +/- 3 std) before fusing - the 'normalize and fuse on scores' option,missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,no-skill,1,must,Warns explicitly against a naive linear/weighted combination of the raw incomparable scores - the likely reason the merged ranking is worse than either alone,missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,no-skill,1,must,"Frames the reranker option as late-interaction / multivector fusion (or using a vector as the combiner): most precise but highest compute, for when top-K precision justifies the cost",missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,no-skill,1,must,"Notes weighted RRF can let one retriever dominate, but weights must be tuned per dataset/score distribution, not guessed ('vibe' weights)",missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,no-skill,1,bonus,Mentions custom fusion via a formula query (combine score + payload with decay/normalization) for bespoke control,absent,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,no-skill,1,avoid,Picks a fusion method without running comparative experiments on their own data,clean,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,no-skill,1,avoid,Recommends late-interaction reranking without evaluating cheaper analogues (e.g. MUVERA) first,clean,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,no-skill,2,must,"Because the two score scales are incomparable, recommends starting with RRF (rank-based fusion that ignores score magnitude) as a sensible default",met,1.0,1.0,,"Start with **rank-based fusion (RRF)**: it's parameter-light, ignores the incompatible score scales"
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,no-skill,2,must,Explains DBSF as the score-based alternative that normalizes each prefetch's score distribution (mean +/- 3 std) before fusing - the 'normalize and fuse on scores' option,missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,no-skill,2,must,Warns explicitly against a naive linear/weighted combination of the raw incomparable scores - the likely reason the merged ranking is worse than either alone,missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,no-skill,2,must,"Frames the reranker option as late-interaction / multivector fusion (or using a vector as the combiner): most precise but highest compute, for when top-K precision justifies the cost",missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,no-skill,2,must,"Notes weighted RRF can let one retriever dominate, but weights must be tuned per dataset/score distribution, not guessed ('vibe' weights)",missing,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,no-skill,2,bonus,Mentions custom fusion via a formula query (combine score + payload with decay/normalization) for bespoke control,absent,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,no-skill,2,avoid,Picks a fusion method without running comparative experiments on their own data,clean,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,no-skill,2,avoid,Recommends late-interaction reranking without evaluating cheaper analogues (e.g. MUVERA) first,clean,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,with-skill,1,must,"Because the two score scales are incomparable, recommends starting with RRF (rank-based fusion that ignores score magnitude) as a sensible default",met,1.0,1.0,,Start with **RRF (Reciprocal Rank Fusion)**: it ignores score magnitude entirely and fuses on rank position
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,with-skill,1,must,Explains DBSF as the score-based alternative that normalizes each prefetch's score distribution (mean +/- 3 std) before fusing - the 'normalize and fuse on scores' option,met,1.0,1.0,,"DBSF** (distribution-based score normalization, mean ± 3σ per prefetch)"
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,with-skill,1,must,Warns explicitly against a naive linear/weighted combination of the raw incomparable scores - the likely reason the merged ranking is worse than either alone,met,1.0,1.0,,the classic sign of naive linear/weighted fusion on incomparable score scales
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,with-skill,1,must,"Frames the reranker option as late-interaction / multivector fusion (or using a vector as the combiner): most precise but highest compute, for when top-K precision justifies the cost",met,1.0,1.0,,Reranker (cross-encoder or late-interaction/ColBERT-style)** when RRF/DBSF get the right candidates into the top-100 but not the top-10
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,with-skill,1,must,"Notes weighted RRF can let one retriever dominate, but weights must be tuned per dataset/score distribution, not guessed ('vibe' weights)",met,1.0,1.0,,"if you need one retriever to dominate ... only after tuning those weights on your own score distributions, not guessed (""vibe"") values"
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,with-skill,1,bonus,Mentions custom fusion via a formula query (combine score + payload with decay/normalization) for bespoke control,met,1.0,1.0,,"Weighted RRF / FormulaQuery only if you need ... to blend in payload signals (recency, popularity)"
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,with-skill,1,avoid,Picks a fusion method without running comparative experiments on their own data,clean,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,with-skill,1,avoid,Recommends late-interaction reranking without evaluating cheaper analogues (e.g. MUVERA) first,clean,0.0,0.0,,
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,with-skill,2,must,"Because the two score scales are incomparable, recommends starting with RRF (rank-based fusion that ignores score magnitude) as a sensible default",met,1.0,1.0,,"RRF (rank-based) — the correct default here, specifically *because* your two score scales aren't comparable"
qdrant-hybrid-search-combining,qdrant-search-quality,sonnet,with-skill,2,must,Explains DBSF as the score-based alternative that normalizes each prefetch's score distribution (mean +/- 3 std) before fusing - the 'normalize and fuse on scores' option,met,1.0,1.0,,It normalizes each prefetch's scores using mean ± 3 std-dev (not min-max) before fusing
